Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes chèques Nombre,Comptes chèques Montant,Comptes d'épargne Nombre,Comptes d'épargne  Montant,Dépôts à terme  Nombre,Dépôts à terme  Montant,Autres comptes Nombre,Autres comptes Montant, Total des comptes Nombre,Total des comptes Montant,Code GPS X,Code GPS Y
0168,,235,,RISSANI                       ," 4,706   "," 51,953   "," 7,796   "," 31,861   ", 3   , 284   , -     , -     ," 12,505   "," 84,098   ",-4.269374,31.283218
0169,,211,,AOUFOUS                       ," 1,672   "," 18,010   "," 3,146   "," 13,013   ", -     , -     , -     , -     ," 4,818   "," 31,023   ",-4.177986,31.688251
0170,,222,,JORF                          ," 1,292   "," 9,405   "," 3,663   "," 16,380   ", -     , -     , -     , -     ," 4,955   "," 25,784   ",-4.40132,31.490166
0171,,210,,MERZOUGA                      , 924   ," 12,486   ", 914   ," 6,834   ", -     , -     , -     , -     ," 1,838   "," 19,320   ",-4.016817,31.099173
0172,,219,,ALNIF                         ," 1,469   "," 11,941   "," 2,425   "," 6,849   ", -     , -     , -     , -     ," 3,894   "," 18,790   ",-5.168332,31.116043
0173,,210,,SEFFALATE                     , 321   ," 3,173   ", 536   ," 3,697   ", -     , -     , -     , -     , 857   ," 6,870   ",-4.275262,31.243766
0174,,210,,ZRIGATE                       , 343   ," 2,658   ", 759   ," 1,284   ", -     , -     , -     , -     ," 1,102   "," 3,942   ",-4.208182,31.651221
0175,,270,,FES AGDAL                     ," 5,325   "," 47,110   "," 3,919   "," 36,949   ", 2   , 65   , -     , -     ," 9,246   "," 84,124   ",-5.003677,34.0424808
0176,,810,,RABAT GUICH LOUDAYA           ," 2,442   "," 31,344   "," 2,335   "," 33,333   ", -     , -     , -     , -     ," 4,777   "," 64,677   ",-6.88662,33.9383499
0177,,420,,IFRANE                        ," 5,008   "," 18,457   "," 6,698   "," 25,852   ", -     , -     , -     , -     ," 11,706   "," 44,309   ",-5.1078111,33.5288521
0178,,420,,IFRANE AL AKHAWAYN UNIVERSITY , 30   ," 1,559   ", 252   ," 1,838   ", -     , -     , -     , -     , 282   ," 3,397   ",-5.106293,33.539597
0179,,420,,SOUK EL HAD OUED IFRANE       , 395   ," 1,342   "," 1,199   "," 9,665   ", -     , -     , -     , -     ," 1,594   "," 11,008   ",-5.489742,33.29464
0180,,825,,TEMARRA HAY MAGHRIB EL ARABI  ," 2,229   "," 18,826   "," 3,687   "," 38,729   ", 2   , 26   , -     , -     ," 5,918   "," 57,580   ",-6.8896991,33.9202287
0181,,825,,TEMARA MOULAY ALI CHERIF      ," 2,500   "," 19,351   "," 2,625   "," 29,405   ", -     , -     , -     , -     ," 5,125   "," 48,756   ",-6.9059292,33.9324828
0182,,815,,SALE HSSAINE                  ," 2,647   "," 23,565   "," 3,500   "," 29,171   ", -     , -     , -     , -     ," 6,147   "," 52,736   ",-6.7636997,34.0181627
0183,,815,,SALE HAY KARIMA               ," 4,567   "," 31,236   "," 5,191   "," 52,616   ", -     , -     , -     , -     ," 9,758   "," 83,852   ",-6.7946014,34.0543327
0184,,330,,KENITRA KHABBAZATE            ," 5,800   "," 22,538   "," 6,556   "," 41,904   ", -     , -     , -     , -     ," 12,356   "," 64,443   ",-6.5697894,34.2632373
0185,,330,,KENITRA TAIBIA                ," 1,760   "," 17,690   "," 2,313   "," 21,007   ", -     , -     , -     , -     ," 4,073   "," 38,697   ",-6.5992923,34.2726379
0186,,810,,RABAT KAMRA                   ," 3,450   "," 36,770   "," 3,127   "," 36,542   ", -     , -     , -     , -     ," 6,577   "," 73,312   ",-6.8738687,33.9909689
0189,,380,,KHENIFRA BOUFOULOUSSEN        , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-5.6786791,32.9439373
0190,,386,,AIT ISHAK                     ," 1,542   "," 11,346   "," 4,588   "," 33,554   ", -     , -     , -     , -     ," 6,130   "," 44,900   ",-5.726217,32.764673
0191,,385,,EL KEBAB                      ," 1,662   "," 11,461   "," 2,917   "," 13,547   ", -     , -     , -     , -     ," 4,579   "," 25,008   ",-5.52401,32.741813
0192,,381,,AGUELMUS                      ," 1,194   "," 7,378   "," 4,415   "," 26,746   ", -     , -     , -     , -     ," 5,609   "," 34,124   ",-5.844335,33.158546
0193,,382,,KAF NSOUR                     , 264   , 523   ," 1,509   "," 7,861   ", -     , -     , -     , -     ," 1,773   "," 8,384   ",-5.960928,32.912725
0194,,380,,TIGHASSALINE                  ," 1,172   "," 6,005   "," 2,940   "," 15,148   ", -     , -     , -     , -     ," 4,112   "," 21,153   ",-5.656862,32.782404
0195,,380,,SIDI YAHYA OU SAAD            , 468   ," 2,062   ", 789   ," 4,227   ", -     , -     , -     , -     ," 1,257   "," 6,288   ",-5.575513,32.681703
0196,,380,,SOUK HAD BOUHSOUSSEN          , 369   ," 2,355   "," 1,268   "," 9,781   ", -     , -     , -     , -     ," 1,637   "," 12,136   ",-6.076217,33.147235
0197,,380,,OUAOUMANA                     , 489   ," 3,929   "," 3,160   "," 18,249   ", -     , -     , -     , -     ," 3,649   "," 22,179   ",-5.809316,32.709347
0198,,561,,TILOUINE                      , 460   ," 3,495   "," 1,062   "," 5,424   ", -     , -     , -     , -     ," 1,522   "," 8,920   ",-4.798614,31.640478
0199,,210,,ERRACHIDIA PRINCIPAL          ," 26,721   "," 120,815   "," 19,616   "," 65,690   ", -     , -     , -     , -     ," 46,337   "," 186,505   ",-4.4252104,31.9331753
0200,,210,,P.A.FAR ERRACHIDIA            ," 1,250   "," 7,834   ", 357   ," 1,428   ", -     , -     , -     , -     ," 1,607   "," 9,262   ",-4.431331,31.927735
0201,,210,,ERRACHIDIA OULED EL HAJ       ," 1,036   "," 7,015   "," 1,225   "," 5,899   ", -     , -     , -     , -     ," 2,261   "," 12,913   ",-4.4046968,31.9364463
0202,,212,,BOUDENIB                      ," 3,113   "," 28,456   "," 3,445   "," 12,086   ", -     , -     , -     , -     ," 6,558   "," 40,543   ",-3.603698,31.948184
0203,,223,,GOULMIMA                      ," 3,713   "," 40,152   "," 5,716   "," 29,042   ", 1   , 80   , -     , -     ," 9,430   "," 69,274   ",-4.954472,31.690632
0204,,315,,BENI TAJJITE                  ," 1,741   "," 18,591   "," 2,343   "," 13,301   ", -     , -     , -     , -     ," 4,084   "," 31,892   ",-3.467978,32.293008
0205,,226,,TINEJEDAD                     ," 4,415   "," 48,757   "," 5,339   "," 27,109   ", 2   , 217   , -     , -     ," 9,756   "," 76,083   ",-5.029775,31.510373
0206,,215,,ASSOUL                        , 326   ," 2,939   ", 766   ," 3,298   ", -     , -     , -     , -     ," 1,092   "," 6,237   ",-5.207951,31.948735
0207,,210,,ERRACHIDIA BOUTALAMINE        ," 11,246   "," 82,643   "," 9,724   "," 48,688   ", -     , -     , -     , -     ," 20,970   "," 131,331   ",-4.4395548,31.9199992
0208,,210,,TADIGHOUST                    , 477   ," 2,721   "," 1,305   "," 4,285   ", -     , -     , -     , -     ," 1,782   "," 7,007   ",-4.960017,31.819199
0209,,225,,MELLAB                        , 592   ," 4,266   "," 1,128   "," 6,333   ", -     , -     , -     , -     ," 1,720   "," 10,598   ",-4.851915,31.54661
0210,,321,,ASRIR OUED FERKLA             ," 1,036   "," 6,974   "," 1,509   "," 6,942   ", -     , -     , -     , -     ," 2,545   "," 13,916   ",-5.067433,31.500094
0211,,391,,MIDELT                        ," 9,126   "," 64,769   "," 12,221   "," 63,040   ", -     , -     , -     , -     ," 21,347   "," 127,809   ",-4.7394177,32.6783414
0212,,389,,ZAIDA                         ," 1,037   "," 5,361   "," 1,092   "," 7,614   ", -     , -     , -     , -     ," 2,129   "," 12,975   ",-4.958190,32.816006
0213,,391,,MIDELT SOUK EL HAD            , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-4.7370279,32.6967078
0214,,391,,MIDELT IKHERMJIOUEN           , 649   ," 3,054   "," 1,346   "," 11,089   ", -     , -     , -     , -     ," 1,995   "," 14,143   ",-4.750299,32.674079
0215,,391,,MIDELT MIMLAL                 , 777   ," 3,211   "," 1,781   "," 8,322   ", -     , -     , -     , -     ," 2,558   "," 11,533   ",-4.748143,32.6895478
0216,,387,,KERROUCHEN                    , 334   ," 1,994   ", 659   ," 2,045   ", -     , -     , -     , -     , 993   ," 4,039   ",-5.319875,32.796618
0217,,397,,TOUNFITE                      ," 1,834   "," 10,158   "," 1,554   "," 8,253   ", -     , -     , -     , -     ," 3,388   "," 18,410   ",-5.250116,32.46535
0218,,396,,ITZER                         ," 1,285   "," 8,703   "," 2,490   "," 14,510   ", -     , -     , -     , -     ," 3,775   "," 23,213   ",-5.051233,32.879191
0219,,395,,BOUMIA                        ," 1,137   "," 7,712   "," 2,468   "," 11,424   ", -     , -     , -     , -     ," 3,605   "," 19,136   ",-5.096948,32.726245
0220,,380,,BOUAYACHE                     , 59   , 702   , 332   ," 3,357   ", -     , -     , -     , -     , 391   ," 4,059   ",-4.439405,32.721409
0221,,224,,AGHBALOU NSERDANE             , 332   ," 1,388   ", 879   ," 4,827   ", -     , -     , -     , -     ," 1,211   "," 6,215   ",-5.296022,32.677646
0222,,231,,RICH                          ," 6,355   "," 60,246   "," 8,282   "," 54,762   ", 1   , 200   , -     , -     ," 14,638   "," 115,208   ",-4.503558,32.25912
0223,,318,,TALSINNT                      ," 1,689   "," 11,356   "," 1,893   "," 7,017   ", -     , -     , -     , -     ," 3,582   "," 18,372   ",-3.438807,32.534921
0224,,233,,GOURAMA                       ," 1,746   "," 15,502   "," 2,508   "," 18,200   ", -     , -     , -     , -     ," 4,254   "," 33,702   ",-4.074898,32.338835
0225,,227,,IMILCHIL                      , 957   ," 4,564   ", 627   ," 6,595   ", -     , -     , -     , -     ," 1,584   "," 11,160   ",-5.630927,32.156596
0226,,210,,GUERS TIALLALINE              , 646   ," 3,806   "," 1,081   "," 6,127   ", -     , -     , -     , -     ," 1,727   "," 9,933   ",-4.393206,32.245097
0227,,825,,TEMARRA FATH EL KHEIR         ," 2,171   "," 26,347   "," 3,013   "," 30,020   ", -     , -     , -     , -     ," 5,184   "," 56,367   ",-6.921438,33.910412
0228,,330,,KENITRA OULED OUIJIH          ," 5,825   "," 26,800   "," 5,426   "," 45,142   ", -     , -     , -     , -     ," 11,251   "," 71,943   ",-6.6201317,34.2607013
0229,,810,,KENITRA MAAMOURA              ," 2,913   "," 16,649   "," 4,174   "," 29,604   ", -     , -     , -     , -     ," 7,087   "," 46,254   ",-6.5489459,34.241608
0230,,815,,SALE HAY EL AMAL              ," 3,669   "," 32,540   "," 4,813   "," 52,489   ", -     , -     , -     , -     ," 8,482   "," 85,028   ",-6.7923215,34.0685583
0231,,810,,RABAT TECHNOPOLIS             , 85   , 726   , 251   , 748   , -     , -     , -     , -     , 336   ," 1,474   ",-6.721863,33.992824
0232,,480,,MEKNES BASSATINE              ," 3,129   "," 25,000   "," 5,798   "," 32,149   ", 2   , 80   , -     , -     ," 8,929   "," 57,229   ",-5.5140692,33.8931227
0233,,491,,SEBT JEHJOUH                  , 548   ," 3,822   "," 2,315   "," 22,341   ", -     , -     , -     , -     ," 2,863   "," 26,163   ",-5.670024,33.717868
0234,,486,,TNINE MHAYA                   ," 1,180   "," 7,528   "," 2,970   "," 18,971   ", 2   , 50   , -     , -     ," 4,152   "," 26,549   ",-5.242126,33.981073
0238,,480,,TOULAL                        ," 1,910   "," 21,813   "," 4,680   "," 26,945   ", -     , -     , -     , -     ," 6,590   "," 48,759   ",-5.5965713,33.8899756
0239,,480,,MEKNES BORJ MY OMAR           ," 5,139   "," 35,290   "," 15,477   "," 119,708   ", -     , -     , -     , -     ," 20,616   "," 154,998   ",-5.529688,33.906519
0240,,480,,MEKNES ZITOUNE                ," 10,246   "," 48,372   "," 10,814   "," 58,429   ", 1   , 315   , -     , -     ," 21,061   "," 107,115   ",-5.5471892,33.8683655
0241,,480,,MEKNES TAKADOUM               ," 2,134   "," 22,300   "," 3,760   "," 32,779   ", 1   , 10   , -     , -     ," 5,895   "," 55,089   ",-5.5795339,33.8849012
0242,,480,,OUISLANE EX DOUAR SOUSSI      ," 5,302   "," 35,237   "," 9,864   "," 72,933   ", 1   , 15   , -     , -     ," 15,167   "," 108,185   ",-5.4896451,33.9113921
0243,,380,,KHENIFRA OUAD ADAHAB          ," 1,662   "," 12,718   "," 1,940   "," 12,296   ", 7   ," 1,400   ", -     , -     ," 3,609   "," 26,413   ",-5.6700075,32.9243296
0244,,140,,BOULEMANE                     ," 1,520   "," 10,167   "," 2,346   "," 9,500   ", -     , -     , -     , -     ," 3,866   "," 19,667   ",-4.731637,33.366037
0245,,141,,IMOUZZER MARMOUCHA            ," 1,819   "," 13,398   "," 2,757   "," 21,471   ", -     , -     , -     , -     ," 4,576   "," 34,869   ",-4.294565,33.471216
0248,,140,,AIT HAMZA                     , 121   , 829   , 566   ," 2,870   ", -     , -     , -     , -     , 687   ," 3,699   ",-4.88772,33.350128
0249,,140,,ENJIL                         , 241   ," 1,176   ", 887   ," 2,982   ", -     , -     , -     , -     ," 1,128   "," 4,158   ",-4.632687,33.231015
0250,,703,,GUERCIF                       ," 11,378   "," 82,022   "," 13,227   "," 87,173   ", -     , -     , -     , -     ," 24,605   "," 169,195   ",-3.351134,34.223686
0251,,703,,GUERCIF NOUGD                 , 937   ," 7,436   ", 496   ," 6,290   ", -     , -     , -     , -     ," 1,433   "," 13,726   ",-3.3547515,34.2329867
0252,,703,,GUERCIF FAR                   , 552   ," 3,734   ", -     , -     , -     , -     , -     , -     , 552   ," 3,734   ",-3.363072,34.224961
0253,,707,,SAKA                          , 289   ," 2,837   "," 1,184   "," 7,065   ", -     , -     , -     , -     ," 1,473   "," 9,902   ",-3.414197,34.620725
0254,,704,,BERKINE                       , 97   ," 2,273   ", 416   ," 2,133   ", -     , -     , -     , -     , 513   ," 4,406   ",-3.845958,33.766758
0255,,699,,MEZGUITEM                     , 258   ," 2,351   ", 839   ," 7,943   ", -     , -     , -     , -     ," 1,097   "," 10,294   ",-3.637851,34.500372
0256,,706,,MAHIRIJA                      , 648   ," 2,412   ", 968   ," 7,372   ", -     , -     , -     , -     ," 1,616   "," 9,784   ",-3.277501,33.989906
0257,,705,,HOUARA OULAD RAHHO            , 651   ," 5,349   ", 760   ," 5,817   ", -     , -     , -     , -     ," 1,411   "," 11,166   ",-3.584995,34.216405
0258,,288,,IMOUZZER KANDAR               ," 2,810   "," 18,345   "," 11,384   "," 76,905   ", -     , -     , -     , -     ," 14,194   "," 95,250   ",-5.010278,33.728808
0259,,690,,MATMATA                       , 920   ," 6,679   "," 2,183   "," 13,322   ", -     , -     , -     , -     ," 3,103   "," 20,000   ",-4.550582,34.099305
0260,,711,,TAHALA                        ," 4,892   "," 31,625   "," 6,956   "," 41,539   ", 3   , 82   , -     , -     ," 11,851   "," 73,247   ",-4.425707,34.047595
0261,,712,,BOUZEMLANE                    , 505   ," 3,347   ", 744   ," 5,077   ", -     , -     , -     , -     ," 1,249   "," 8,424   ",-4.552811,34.010168
0262,,715,,ZERARDA                       ," 1,272   "," 7,835   "," 2,718   "," 19,082   ", -     , -     , -     , -     ," 3,990   "," 26,917   ",-4.376646,33.975985
0263,,144,,MISSOUR                       ," 4,730   "," 39,278   "," 5,161   "," 38,036   ", -     , -     , -     , -     ," 9,891   "," 77,314   ",-3.9889357,33.0471446
0264,,144,,MISSOUR FAR                   , 34   , 62   , -     , -     , -     , -     , -     , -     , 34   , 62   ,-4.018099,33.065453
0265,,146,,OUTAT EL HAJ                  ," 3,715   "," 27,925   "," 3,862   "," 26,896   ", -     , -     , -     , -     ," 7,577   "," 54,821   ",-3.704002,33.344253
0266,,145,,KSABI                         , 534   ," 1,772   ", 979   ," 2,130   ", -     , -     , -     , -     ," 1,513   "," 3,903   ",-4.398689,32.830017
0267,,140,,TINDIT                        , 830   ," 6,075   "," 2,846   "," 18,276   ", -     , -     , -     , -     ," 3,676   "," 24,350   ",-3.622272,33.663659
0268,,147,,OULED ALI                     , 58   , 151   , 117   , 695   , -     , -     , -     , -     , 175   , 846   ,-3.96939,33.461397
0269,,672,,OURTZARH                      ," 1,182   "," 10,411   "," 1,373   "," 17,766   ", -     , -     , -     , -     ," 2,555   "," 28,176   ",-4.965852,34.535409
0270,,671,,RHAFSAI                       ," 2,657   "," 21,577   "," 4,411   "," 26,602   ", -     , -     , -     , -     ," 7,068   "," 48,179   ",-4.9142897,34.6314997
0271,,660,,RETBA                         , 398   ," 3,230   ", 816   ," 8,875   ", -     , -     , -     , -     ," 1,214   "," 12,105   ",-4.937362,34.777641
0272,,281,,SEFROU                        ," 8,136   "," 69,002   "," 13,301   "," 90,864   ", -     , -     , -     , -     ," 21,437   "," 159,866   ",-4.8389277,33.8260102
0273,,281,,SEFROU SLAOUI                 , 1   , 56   ," 1,039   ", 376   , -     , -     , -     , -     ," 1,040   ", 432   ,-4.831345,33.829909
0274,,281,,SEFROU BAB MEKAM              ," 1,460   "," 11,869   "," 3,120   "," 25,233   ", 1   , 100   , -     , -     ," 4,581   "," 37,202   ",-4.836959,33.832031
0275,,286,,BHALIL                        ," 1,176   "," 13,054   "," 4,978   "," 32,457   ", -     , -     , -     , -     ," 6,154   "," 45,511   ",-4.871197,33.85605
0276,,140,,SKOURA SEGHROUCHEN            , 838   ," 7,288   "," 2,329   "," 18,970   ", -     , -     , -     , -     ," 3,167   "," 26,258   ",-4.544941,33.518962
0277,,281,,TAZOUTA                       , 357   ," 2,000   ", 795   ," 5,415   ", -     , -     , -     , -     ," 1,152   "," 7,414   ",-4.634484,33.667952
0278,,281,,AZZABA                        , 330   ," 1,937   ", 826   ," 3,987   ", -     , -     , -     , -     ," 1,156   "," 5,924   ",-4.701971,33.827438
0279,,660,,KHLALFA                       , 594   ," 4,735   "," 1,522   "," 10,436   ", -     , -     , -     , -     ," 2,116   "," 15,171   ",-4.62724,34.672694
0280,,663,,BOUHOUDA                      , 624   ," 6,528   "," 1,537   "," 17,569   ", -     , -     , -     , -     ," 2,161   "," 24,097   ",-4.55493,34.5910225
0281,,660,,TAOUNATE ASTAR                , 926   ," 7,817   "," 2,216   "," 20,719   ", -     , -     , -     , -     ," 3,142   "," 28,535   ",-4.648767,34.549348
0282,,660,,TAOUNATE PPAL                 ," 6,834   "," 66,915   "," 14,421   "," 112,885   ", 1   , 390   , -     , -     ," 21,256   "," 180,190   ",-4.6383334,34.5373537
0283,,664,,TAHAR SOUK                    , 687   ," 6,673   "," 5,915   "," 61,713   ", -     , -     , -     , -     ," 6,602   "," 68,386   ",-4.276232,34.653955
0284,,677,,AIN AICHA                     ," 1,625   "," 9,413   "," 2,815   "," 17,577   ", 1   , 200   , -     , -     ," 4,441   "," 27,189   ",-4.689169,34.46145
0285,,662,,BNI OULID                     , 474   ," 4,477   "," 1,125   "," 9,326   ", -     , -     , -     , -     ," 1,599   "," 13,803   ",-4.447599,34.590049
0286,,660,,BNI KORRA                     , 398   ," 2,458   ", 819   ," 6,149   ", -     , -     , -     , -     ," 1,217   "," 8,607   ",-4.579649,34.570099
0287,,661,,AIN MEDIOUNA                  , 525   ," 3,581   "," 1,053   "," 9,257   ", -     , -     , -     , -     ," 1,578   "," 12,839   ",-4.550644,34.49523
0288,,281,,OULAD MKOUDOU                 , 247   ," 1,067   ", 619   ," 3,769   ", -     , -     , -     , -     , 866   ," 4,836   ",-4.50267,33.809482
0289,,678,,BOUAROUS                      , 137   , 436   , 331   ," 1,065   ", -     , -     , -     , -     , 468   ," 1,501   ",-4.81081,34.366478
0290,,690,,TAZA PRINCIPAL                ," 18,981   "," 75,948   "," 17,390   "," 121,822   ", 2   , 119   , -     , -     ," 36,373   "," 197,890   ",-4.0073705,34.2219948
0291,,690,,TAZA BIT GHOULAM              , 719   ," 2,729   ", 220   ," 2,463   ", -     , -     , -     , -     , 939   ," 5,192   ",-4.0025023,34.2242425
0292,,696,,AKNOUL                        , 677   ," 7,065   "," 2,616   "," 25,578   ", -     , -     , -     , -     ," 3,293   "," 32,643   ",-3.865407,34.654771
0293,,690,,TAZA FAR                      , 360   ," 1,476   ", -     , -     , -     , -     , -     , -     , 360   ," 1,476   ",-4.00703,34.219059
0294,,697,,AJDIR                         , 415   ," 2,486   "," 1,264   "," 9,395   ", -     , -     , -     , -     ," 1,679   "," 11,881   ",-3.973875,34.743199
0295,,698,,BOURED                        , 369   ," 2,303   "," 1,641   "," 18,562   ", -     , -     , -     , -     ," 2,010   "," 20,865   ",-4.093823,34.731354
0296,,690,,TAZA HAUT                     ," 4,031   "," 37,549   "," 7,885   "," 65,411   ", -     , -     , -     , -     ," 11,916   "," 102,960   ",-4.0143375,34.2088853
0297,,716,,TAINESTE                      , 238   ," 2,563   ", 746   ," 5,784   ", -     , -     , -     , -     , 984   ," 8,347   ",-4.132268,34.55522
0298,,701,,TIZI OUZLI                    , 600   ," 4,821   "," 1,397   "," 15,616   ", -     , -     , -     , -     ," 1,997   "," 20,437   ",-3.794304,34.7625
0299,,690,,HAD MSILA                     , 231   ," 1,327   ", 652   ," 4,621   ", -     , -     , -     , -     , 883   ," 5,948   ",-4.176234,34.425291
0300,,695,,OUED AMLIL                    ," 1,773   "," 15,205   "," 3,849   "," 29,886   ", -     , -     , -     , -     ," 5,622   "," 45,092   ",-4.270063,34.190914
0301,,718,,KAHF EL RHAR                  , 219   ," 2,039   ", 451   ," 3,567   ", -     , -     , -     , -     , 670   ," 5,606   ",-4.25952,34.508289
0302,,694,,MEKNASSA ACHARQIA             , 41   , 100   , 250   ," 1,359   ", -     , -     , -     , -     , 291   ," 1,459   ",-3.921497,34.35107
0303,,713,,MERHRAOUA                     , 102   , 751   , 291   ," 2,404   ", -     , -     , -     , -     , 393   ," 3,155   ",-4.045898,33.931239
0304,,717,,BAB EL MROUJ                  , 123   , 465   , 347   ," 1,927   ", -     , -     , -     , -     , 470   ," 2,392   ",-4.043768,34.415568
0305,,690,,ARBA BENI FTAH                , 71   , 295   , 469   ," 4,385   ", -     , -     , -     , -     , 540   ," 4,680   ",-4.0387791,34.4971357
0306,,693,,BENI LENT                     , 202   ," 1,999   ", 662   ," 3,600   ", -     , -     , -     , -     , 864   ," 5,600   ",-4.206219,34.325839
0307,,692,,SEBT BNI FRASSEN              , 299   ," 2,239   "," 1,596   "," 13,944   ", -     , -     , -     , -     ," 1,895   "," 16,183   ",-4.37564,34.378871
0308,,690,,HAD OULAD ZBAIR               ," 1,213   "," 11,421   "," 3,211   "," 33,510   ", -     , -     , -     , -     ," 4,424   "," 44,930   ",-4.3211,34.288894
0309,,691,,BAB MERZOUKA                  , 727   ," 5,527   "," 1,529   "," 11,324   ", -     , -     , -     , -     ," 2,256   "," 16,851   ",-4.14404,34.210862
0310,,690,,TAZA GARE                     ," 4,976   "," 36,868   "," 8,979   "," 70,452   ", -     , -     , -     , -     ," 13,955   "," 107,320   ",-4.0099025,34.2306316
0311,,360,,KHEMISSET PPL                 ," 7,390   "," 46,044   "," 15,603   "," 91,192   ", -     , -     , -     , -     ," 22,993   "," 137,236   ",-6.065309,33.824435
0312,,360,,KHEMISSET FATH                ," 1,899   "," 7,600   "," 3,214   "," 24,847   ", -     , -     , -     , -     ," 5,113   "," 32,448   ",-6.076169,33.8329218
0313,,360,,KHEMISSET ESSAADA             , 1   , 4   , 1   , 0   , -     , -     , -     , -     , 2   , 4   ,-6.0665024,33.8139637
0314,,360,,KHEMISSET SIDI GHRIB          , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-6.069732,33.834312
0315,,360,,KHEMISSET AZHAR               ," 7,634   "," 38,819   "," 14,311   "," 100,382   ", 1   , 200   , -     , -     ," 21,946   "," 139,401   ",-6.0717776,33.8249986
0316,,360,,SFASSIF                       , 438   ," 1,728   "," 1,582   "," 6,982   ", -     , -     , -     , -     ," 2,020   "," 8,711   ",-5.804303,33.894063
0317,,363,,KHEMIS AIT YADDINE            ," 1,331   "," 7,908   "," 3,187   "," 25,569   ", -     , -     , -     , -     ," 4,518   "," 33,477   ",-6.0138291,33.9753024
0318,,360,,SIDI ALLAL LEMSEDDER          , 141   , 568   , 791   ," 6,988   ", -     , -     , -     , -     , 932   ," 7,556   ",-6.150801,33.872257
0319,,731,,KSAR EL KEBIR PPAL            ," 8,505   "," 70,310   "," 14,625   "," 102,650   ", 1   , 100   , -     , -     ," 23,131   "," 173,060   ",-5.9074635,34.9979028
0320,,733,,TATOUFET                      , 291   ," 1,572   ", 666   ," 2,935   ", -     , -     , -     , -     , 957   ," 4,508   ",-5.766704,35.034413
0321,,731,,KSAR EL KEBIR HAY ESSALAM     ," 2,893   "," 19,172   "," 7,401   "," 52,018   ", -     , -     , -     , -     ," 10,294   "," 71,190   ",-5.9009993,34.9984114
0322,,735,,LARAHE EL OUAFA               ," 2,153   "," 13,986   "," 5,153   "," 35,453   ", -     , -     , -     , -     ," 7,306   "," 49,439   ",-6.1466789,35.177246
0323,,735,,LARACHE                       ," 13,793   "," 52,030   "," 18,557   "," 115,866   ", -     , -     , -     , -     ," 32,350   "," 167,896   ",-6.1506365,35.1956598
0324,,643,,ASILAH                        ," 2,588   "," 20,891   "," 5,950   "," 35,998   ", -     , -     , -     , -     ," 8,538   "," 56,889   ",-6.030668,35.4680713
0325,,735,,TLATA RISSANA                 ," 1,147   "," 3,159   "," 1,463   "," 9,598   ", -     , -     , -     , -     ," 2,610   "," 12,757   ",-5.947461,35.220323
0326,,645,,HAD RHARBIA                   , 795   ," 5,992   "," 1,132   "," 7,591   ", -     , -     , -     , -     ," 1,927   "," 13,584   ",-5.931212,35.515688
0327,,732,,AL AOUAMRA                    ," 3,163   "," 6,711   "," 3,381   "," 15,413   ", -     , -     , -     , -     ," 6,544   "," 22,124   ",-6.090803,35.068057
0328,,737,,SEBT BNI GARFET               , 290   ," 5,684   ", 546   ," 6,022   ", -     , -     , -     , -     , 836   ," 11,706   ",-5.8366182,35.2556795
0329,,738,,KHEMIS SAHEL                  , 558   ," 3,292   "," 1,294   "," 14,598   ", 2   , 140   , -     , -     ," 1,854   "," 18,030   ",-6.0799644,35.2551079
0330,,646,,TNINE SIDI YAMANI             , 682   ," 5,654   "," 1,027   "," 12,265   ", -     , -     , -     , -     ," 1,709   "," 17,919   ",-5.972692,35.36953
0331,,644,,DAR CHAOUI                    , 429   ," 3,331   ", 880   ," 3,156   ", -     , -     , -     , -     ," 1,309   "," 6,487   ",-5.717925,35.530528
0332,,341,,OUEZZANE                      ," 9,983   "," 66,034   "," 17,338   "," 115,567   ", -     , -     , -     , -     ," 27,321   "," 181,601   ",-5.578088,34.79742
0333,,341,,OUEZZANE ROUIDA               , 230   ," 1,618   "," 1,792   "," 5,531   ", -     , -     , -     , -     ," 2,022   "," 7,149   ",-5.5756259,34.793506
0334,,341,,OUEZZANE RMEL                 ," 1,190   "," 6,509   "," 2,233   "," 14,665   ", -     , -     , -     , -     ," 3,423   "," 21,174   ",-5.5844477,34.798213
0335,,345,,TEROUAL                       , 610   ," 3,555   "," 1,930   "," 11,424   ", -     , -     , -     , -     ," 2,540   "," 14,980   ",-5.272764,34.675416
0336,,344,,SIDI REDOUANE                 , 971   ," 6,522   "," 1,942   "," 17,901   ", -     , -     , -     , -     ," 2,913   "," 24,422   ",-5.448511,34.685289
0337,,346,,AIN DORIJ                     ," 1,183   "," 10,713   ", 752   ," 8,090   ", -     , -     , -     , -     ," 1,935   "," 18,802   ",-5.289788,34.613528
0338,,368,,ROMMANI                       ," 2,155   "," 13,069   "," 6,098   "," 46,173   ", 1   , 25   , -     , -     ," 8,254   "," 59,267   ",-6.6047681,33.5272422
0339,,372,,SIDI BETTACHE                 , 525   ," 3,353   "," 1,947   "," 19,833   ", 1   , 27   , -     , -     ," 2,473   "," 23,213   ",-6.894948,33.567748
