Code guichet                            ,Code Localités                                         ,Code Términal GAB,GUICHETS,GAB| Nombre total des GAB,dont ceux servant à collecter les dépôts,gpsx,gpsy
771,430,11600130,LAAYOUNE VILLE                ,1,,-13.1849671,27.1463333
774,430,1600478,LAAYOUNE ENNAHDA              ,1,,-13.4092775,27.0968116
1015,530,1600865,DAKHLA HAY ESSALAM,1,,-15.950207,23.690669
761,430,1600824,LAAYOUNE SOUK JEMAL           ,1,,-13.2154343,27.1625668
780,530,11600198,DAKHLA PAL                    ,1,,-15.930047,23.700744
758,430,11600054,LAAYOUNE PAL                  ,1,,-13.2028748,27.1615514
780,530,11600153,DAKHLA PAL                    ,1,,-15.930047,23.700744
775,260,1600640,ESSEMARA PAL                  ,1,,-11.67056,26.74019
781,530,1600884,DAKHLA BIR ANZARANE           ,1,,-15.934529,23.700339
780,530,1600903,DAKHLA PAL                    ,1,,-15.930047,23.700744
775,260,11600133,ESSEMARA PAL                  ,1,,-11.67056,26.74019
758,430,1600561,LAAYOUNE PAL                  ,1,,-13.2028748,27.1615514
762,430,1600862,LAAYOUNE HAY TAAOUN           ,1,,-13.204078,27.144398
768,430,1600554,LAAYOUNE MAKKA                ,1,,-13.1995771,27.155584
767,430,1600819,LAAYOUNE RHIBA                ,1,,-13.1994644,27.1446268
760,430,1600772,LAAYOUNE HAY ERRAHMA          ,1,,-13.1931827,27.1400059
632,437,11600152,TARFAYA                       ,1,,-12.9255331,27.9392919
962,542,1600766,BIRGANDOUZ                    ,1,,-16.467444,21.612778
764,430,1600815,LAAYOUNE FAR                  ,1,,-13.193936,27.15988
758,430,11600279,LAAYOUNE PAL                  ,1,,-13.2028748,27.1615514
769,430,1600553,LAAYOUNE AL MASSIRA           ,1,,-13.1874441,27.154275
778,130,11600132,BOUJDOUR                      ,1,,-14.482306,26.127382
769,430,1600769,LAAYOUNE AL MASSIRA           ,1,,-13.1874441,27.154275
708,450,1600534,MARRAKECH EL BAHIA            ,1,,-7.9845661,31.6220186
757,450,1600481,MARRAKECH AZLI (ROUT          ,1,,-8.0405277,31.6250563
948,201,11600267,BENGUERIR BASE MILITAIRE      ,1,,-7.906637,32.129541
712,450,11600217,MARRAKECH MENARA              ,1,,-8.0273044,31.6025526
121,824,1600874,BOUKNADEL                     ,1,,-6.739635,34.121913
944,475,1600401,TAHANAOUTE                    ,1,,-7.946302,31.367329
705,450,11600069,MARRAKECH HAY MOHAMMADI       ,1,,-7.996373,31.650498
734,563,11600252,TAZNAKHTE                     ,1,,-7.203732,30.577676
682,450,11600151,MARRAKECH SIDI GHANEM         ,1,,-8.0493334,31.6736106
710,450,11600056,MARRAKECH MHAMID              ,1,,-8.039267,31.587968
683,450,1600463,MARRAKECH ANNAKHILE           ,1,,-7.9857409,31.6474403
736,553,11600259,SKOURA AHL AL OUST            ,1,,-6.556027,31.063494
948,201,1600841,BENGUERIR BASE MILITAIRE      ,1,,-7.906637,32.129541
706,450,11600148,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
973,450,11600150,MARRAKECH AZZOUZIA,1,,-8.061733,31.682816
942,196,1600660,SIDI RAHHAL                   ,1,,-7.4704752,31.652372
720,81,1600748,DEMNATE                       ,1,,-7.004567,31.731685
684,450,1600364,MARRAKECH BAB KHEMIS          ,1,,-7.98626,31.6365561
687,450,1600614,MARRAKECH DIOUR ECHCHOUHADA   ,1,,-7.9620181,31.6067673
706,450,1600644,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
773,450,1600416,MARRAKECH MASSIRA 2           ,1,,-8.0607623,31.6387244
916,251,1600627,TAMANAR                       ,1,,-9.678676,30.999738
947,201,1600661,BENGUERIR PPAL                ,1,,-7.9604665,32.2384275
714,450,1600544,MARRAKECH ATLAS               ,1,,-8.050645,31.6004966
690,450,11600077,MARRAKECH AMERCHICH           ,1,,-8.0037949,31.6576806
706,450,1600655,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
703,476,1600880,TNINE OURIKA                  ,1,, -7.788486,31.375209
722,190,1600749,EL KELAA DES SRARHNA PPAL     ,1,,-7.4062564,32.053774
735,556,1600265,EL KELAA MGOUNA               ,1,,-6.1295182,31.2367794
713,450,11600127,MARRAKECH B.E.F.R.A           ,1,,-8.034879,31.61473
706,450,11600126,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
737,568,11600020,TAGOUNITE                     ,1,,-5.5820927,29.9725018
741,555,1600520,BOUMALNE DU DADES             ,1,,-5.9837186,31.3702739
938,207,1600378,TAMELELT                      ,1,,-7.50901,31.816475
717,461,11600219,AMIZMIZ                       ,1,,-8.241934,31.222124
909,593,1600872,SEBT GZOULA                   ,1,,-9.0865396,32.1073208
745,567,11600260,MHAMID                        ,1,,-5.718899,29.825411
713,450,1600844,MARRAKECH B.E.F.R.A           ,1,,-8.034879,31.61473
706,450,1600896,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
793,190,1600662,EL KELAA DES SRARHNA EL QODS  ,1,,-7.397436,32.0601595
1034,450,11600258,TAMANSOURT,1,,-8.116886,31.748138
694,453,1600656,TNINE OUDAYA                  ,1,,-8.246902,31.634792
686,450,1600557,MARRAKECH AL FADL             ,1,,-8.0251748,31.6778666
729,550,1600352,OUARZAZATE TASSOUMAATE        ,1,,-6.9296801,30.9238512
792,190,1600314,EL KELAA DES SRARHNA VILLE    ,1,,-7.408602,32.0465491
719,465,1600250,CHICHAOUA                     ,1,,-8.766618,31.541319
742,685,1600313,FOUM ZGUID                    ,1,,-6.873051,30.085248
689,450,11600218,TAMESLOUHTE                   ,1,,-8.097289,31.496467
932,240,1600904,ESSAOUIRA GARE ROUTIERE       ,1,,-9.7602475,31.517098
711,450,1600909,MARRAKECH BAB AGNAOU          ,1,,-7.9910906,31.6184967
715,450,1600825,MARRAKECH CAMP EL GHOUL       ,1,,-8.0213714,31.6369135
940,197,1600854,SIDI BOU OTHMANE              ,1,,-7.943834,31.902589
706,450,1600690,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
970,450,11600062,MARRAKECH ABRAJ AL KOUTOUBIA,1,,-8.056884,31.573565
685,450,1600483,MARRAKECH SIDI ABBAD          ,1,,-8.0176324,31.6562171
756,450,1600430,MARRAKECH ALLA AL FASSI       ,1,,-8.000139,31.645182
728,550,11600169,OUARZAZATE TARMIGT            ,1,,-6.911028,30.9010095
972,450,11600058,MARRAKECH TARGA,1,,-8.0493415,31.636201
693,450,1600669,MARRAKECH HAY EL MASSIRA      ,1,,-8.060363,31.629133
727,550,1600096,OUARZAZATE PPAL               ,1,,-6.9106633,30.9204919
946,190,11600216,NZALATE LAADIM                ,1,,-7.952653,32.097854
725,450,11600246,MARRAKECH MEDINA              ,1,,-7.9896247,31.6248689
716,450,1600419,MARRAKECH GARE                ,1,,-8.018775,31.6298158
707,450,11600057,MARRAKECH DAOUDIATE           ,1,,-7.9916096,31.6503424
971,450,11600063,MARRAKECH BORJ ZAITOUN,1,,-8.048822,31.587357
937,194,1600376,LAATAOUIA ECHCHAIBIA          ,1,,-7.3121913,31.8335424
932,240,1600750,ESSAOUIRA GARE ROUTIERE       ,1,,-9.7602475,31.517098
747,552,11600248,IGHREM NOUGDAL                ,1,,-7.421109,31.229521
697,450,11600194,MARRAKECH BAB RHMATE          ,1,,-7.9761118,31.6243734
725,450,1600689,MARRAKECH MEDINA              ,1,,-7.9896247,31.6248689
731,550,1600816,OUARZAZATE FAR                ,1,,-6.910859,30.917229
904,601,1600273,CHEMAIA                       ,1,,-8.6220842,32.0802859
725,450,11600220,MARRAKECH MEDINA              ,1,,-7.9896247,31.6248689
939,478,1600705,ASNI                          ,1,,-7.984041,31.247219
718,201,1600746,BENGUERIR VILLE               ,1,,-7.957229,32.236256
727,550,1600781,OUARZAZATE PPAL               ,1,,-6.9106633,30.9204919
914,240,1600653,ESSAOUIRA PPAL                ,1,,-9.7663549,31.5101604
723,471,1600249,IMI N TANOUNTE                ,1,,-8.84798,31.17716
702,190,1600866,EL AAMRIA                     ,1,,-7.262751,32.209544
941,468,1600699,SIDI MOKHTAR                  ,1,,-9.011192,31.579132
726,454,1600375,AIT OURIR                     ,1,,-7.6671,31.562756
738,566,1600339,AGDZ                          ,1,,-6.451807,30.695792
699,450,1600400,MARRAKECH DOUAR IZIKI         ,1,,-8.0588311,31.6249032
732,565,1600097,ZAGORA                        ,1,,-5.8399174,30.3252258
739,569,1600878,TAZZARINE                     ,1,,-5.56693,30.781838
1022,201,1600876,BENGUERIR HASSAN II,1,,-7.947930,32.227744
240,480,1600321,MEKNES ZITOUNE                ,1,,-5.5471892,33.8683655
236,480,1600324,MEKNES OUJEH AROUSS           ,1,,-5.5775035,33.9016373
204,315,1600349,BENI TAJJITE                  ,1,,-3.467978,32.293008
55,480,1600440,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
212,389,1600485,ZAIDA                         ,1,,-4.958190,32.816006
415,310,11600145,FIGUIG                        ,1,,-1.2287388,32.1098006
61,480,11600166,MEKNES AMIR ABDELKADER GARE   ,1,,-5.545400,33.899425
194,380,1600636,TIGHASSALINE                  ,1,,-5.656862,32.782404
199,210,1600562,ERRACHIDIA PRINCIPAL          ,1,,-4.4252104,31.9331753
203,223,11600158,GOULMIMA                      ,1,,-4.954472,31.690632
177,420,1600591,IFRANE                        ,1,,-5.1078111,33.5288521
210,321,1600744,ASRIR OUED FERKLA             ,1,,-5.067433,31.500094
217,397,1600667,TOUNFITE                      ,1,,-5.250116,32.46535
237,480,11600005,MEKNES AL WIFAK               ,1,,-5.5806926,33.8975076
62,491,11600111,ELHAJEB                       ,1,,-5.3727302,33.6840255
240,480,1600785,MEKNES ZITOUNE                ,1,,-5.5471892,33.8683655
188,380,1600444,KHENIFRA PRINCIPAL            ,1,,-5.6715954,32.935138
68,480,11600073,MEKNES MEDINA                 ,1,,-5.5624321,33.8948115
199,210,1600447,ERRACHIDIA PRINCIPAL          ,1,,-4.4252104,31.9331753
69,480,1600492,MEKNES BNI M'HAMMED           ,1,,-5.5627741,33.8808497
199,210,1600783,ERRACHIDIA PRINCIPAL          ,1,,-4.4252104,31.9331753
55,480,1600567,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
404,312,11600178,BOUARFA                       ,1,,-1.958584,32.537341
62,491,1600637,ELHAJEB                       ,1,,-5.3727302,33.6840255
219,395,1600771,BOUMIA                        ,1,,-5.096948,32.726245
740,559,1600254,TINERHIR                      ,1,,-5.5305487,31.521328
199,210,11600049,ERRACHIDIA PRINCIPAL          ,1,,-4.4252104,31.9331753
365,365,11600026,OULMES                        ,1,,-6.006354,33.422269
171,210,11600159,MERZOUGA                      ,1,,-4.016817,31.099173
57,480,1600805,MEKNES ACADEMIE               ,1,,-5.553546,33.872785
187,380,1600334,KHENIFRA AMALOU IGHRIBEN      ,1,,-5.6563712,32.9373013
190,386,1600768,AIT ISHAK                     ,1,,-5.726217,32.764673
159,480,11600043,MEKNES HAY ECHOUHADA          ,1,,-5.5038661,33.8908996
242,480,1600622,OUISLANE EX DOUAR SOUSSI      ,1,,-5.4896451,33.9113921
56,480,1600529,MEKNES KORTOBA                ,1,,-5.544751,33.8626918
55,480,1600438,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
55,480,11600277,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
70,492,11600113,AIN TAOUJDATE                 ,1,,-5.214529,33.937361
165,427,1600593,TIMAHDITE                     ,1,,-5.059105,33.236772
188,380,11600048,KHENIFRA PRINCIPAL            ,1,,-5.6715954,32.935138
71,493,11600204,AGOURAI                       ,1,,-5.587642,33.641553
59,480,11600261,MEKNES AGDAL                  ,1,,-5.5461002,33.8807773
202,212,1600259,BOUDENIB                      ,1,,-3.603698,31.948184
64,491,1600827,EL HAJEB PLACE D'ARME         ,1,,-5.367411,33.687684
169,211,1600860,AOUFOUS                       ,1,,-4.177986,31.688251
72,494,11600015,SEBAA AIOUN                   ,1,,-5.373669,33.903563
154,485,11600243,AIN LEUH                      ,1,,-5.337145,33.28588
67,480,11600209,EL HADJ KADDOUR               ,1,,-5.424312,33.826278
222,231,1600304,RICH                          ,1,,-4.503558,32.25912
60,480,1600806,MEKNES CIB                    ,1,,-5.51916,33.862585
161,425,1600523,AZROU PRINCIPAL               ,1,,-5.219284,33.4440584
200,210,1600826,P.A.FAR ERRACHIDIA            ,1,,-4.431331,31.927735
203,223,1600296,GOULMIMA                      ,1,,-4.954472,31.690632
158,480,11600144,MEKNES AL MANSOUR             ,1,,-5.576849,33.8663644
191,385,1600366,EL KEBAB                      ,1,,-5.52401,32.741813
221,224,11600164,AGHBALOU NSERDANE             ,1,,-5.296022,32.677646
57,480,11600265,MEKNES ACADEMIE               ,1,,-5.553546,33.872785
345,335,1600346,KHENICHET                     ,1,,-5.685366,34.43896
223,318,1600348,TALSINNT                      ,1,,-3.438807,32.534921
168,235,11600160,RISSANI                       ,1,,-4.269374,31.283218
359,851,1600413,JORF EL MELHA                 ,1,,-5.5085103,34.4876652
168,235,1600513,RISSANI                       ,1,,-4.269374,31.283218
404,312,11600137,BOUARFA                       ,1,,-1.958584,32.537341
241,480,11600206,MEKNES TAKADOUM               ,1,,-5.5795339,33.8849012
842,99,11600249,ZAOUIA ECHCHEIKH              ,1,,-5.918117,32.64396
211,391,11600071,MIDELT                        ,1,,-4.7394177,32.6783414
346,346,1600403,SIDI KACEM ZAOUIA             ,1,,-5.711067,34.204923
234,486,1600676,TNINE MHAYA                   ,1,,-5.242126,33.981073
65,480,1600323,MOULAY IDRISS                 ,1,,-5.520435,34.056973
160,425,11600112,AZROU AHADAF                  ,1,,-5.2286232,33.4440875
343,346,1600633,SIDI KACEM                    ,1,,-5.708929,34.2240607
205,226,1600519,TINEJEDAD                     ,1,,-5.029775,31.510373
188,380,1600635,KHENIFRA PRINCIPAL            ,1,,-5.6715954,32.935138
966,480,11600059,MEKNES SIDI BOUZEKRI,1,,-5.5345559,33.8639947
224,233,1600908,GOURAMA                       ,1,,-4.074898,32.338835
407,316,1600351,BOUANANE                      ,1,,-3.049234,32.037996
207,210,1600512,ERRACHIDIA BOUTALAMINE        ,1,,-4.4395548,31.9199992
202,212,1600784,BOUDENIB                      ,1,,-3.603698,31.948184
986,480,1600702,MEKNES MARJANE,1,,-5.576302,33.862224
842,99,1600350,ZAOUIA ECHCHEIKH              ,1,,-5.918117,32.64396
55,480,1600601,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
238,480,1600673,TOULAL                        ,1,,-5.5965713,33.8899756
232,480,1600901,MEKNES BASSATINE              ,1,,-5.5140692,33.8931227
167,218,1600258,ERFOUD                        ,1,,-4.234211,31.434348
239,480,11600110,MEKNES BORJ MY OMAR           ,1,,-5.529688,33.906519
55,480,1600540,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
172,219,11600257,ALNIF                         ,1,,-5.168332,31.116043
55,480,1600443,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
162,388,1600256,MRIRT                         ,1,,-5.566442,33.1671751
58,480,1600808,MEKNES 2 BAFRA                ,1,,-5.5194283,33.8791095
426,500,1600498,NADOR                         ,1,,-2.9251179,35.1761234
406,313,1600412,TENDRARA                      ,1,,-2.0029852,33.0521649
429,507,1600341,SEGANGAN                      ,1,,-3.002411,35.154635
414,570,1600410,OUJDA ISLY                    ,1,,-1.9190643,34.688642
494,500,1600533,NADOR BNDE                    ,1,,-2.9253432,35.1731747
463,50,1600137,AL HOCEIMA PRINCIPAL          ,1,,-3.9317241,35.2435468
435,515,11600242,MONTE ARRUI                   ,1,,-3.000138,35.01122
463,50,1600227,AL HOCEIMA PRINCIPAL          ,1,,-3.9317241,35.2435468
435,515,11600241,MONTE ARRUI                   ,1,,-3.000138,35.01122
994,570,11600174,OUJDA NAJD,1,,-1.873794,34.661602
413,575,1600411,BERKANE EL OUIDADIYA          ,1,,-2.3154867,34.9163452
468,55,1600275,BENI BOUAYACH                 ,1,,-3.841012,35.101048
420,500,1600573,NADOR OULAD MIMOUNE           ,1,,-2.935952,35.167915
85,583,1600274,AIN BENI MATHAR               ,1,,-2.025047,34.016611
491,570,1600476,OUJDA EL AMAL                 ,1,,-1.9071056,34.6837998
470,59,1600552,ISSAGUEN                      ,1,,-4.570305,34.917828
465,57,1600365,IMZOUREN                      ,1,,-3.850459,35.146771
410,570,1600047,OUJDA OUED ENNACHEF           ,1,,-1.9281408,34.674988
481,153,1600859,JEBHA                         ,1,,-4.66635,35.204706
73,570,1600046,OUJDA PPAL                    ,1,,-1.9146252,34.6842608
391,575,11600052,BERKANE PPAL                  ,1,,-2.3314311,34.9271874
82,570,1600468,OUJDA LES IRIS                ,1,,-1.923388,34.6558524
419,570,1600422,OUJDA NAHDA                   ,1,,-1.93869,34.6817023
493,570,11600167,OUJDA UNIVERSITE              ,1,,-1.8967295,34.6530062
448,508,1600857,HAD BNI CHIKER                ,1,,-3.014454,35.276436
493,570,11600009,OUJDA UNIVERSITE              ,1,,-1.8967295,34.6530062
432,501,1600278,DRIOUCH                       ,1,,-3.39207,34.979624
426,500,1600049,NADOR                         ,1,,-2.9251179,35.1761234
438,585,11600051,TAOURIRT                      ,1,,-2.8944415,34.4151967
488,570,1600474,OUJDA HABOUS                  ,1,,-1.8942672,34.6711343
437,511,1600276,BENI ENZAR                    ,1,,-2.9328494,35.2668512
949,500,11600028,NADOR OULED BOUTAYEB          ,1,,-2.9489735,35.1669522
438,585,1600558,TAOURIRT                      ,1,,-2.8944415,34.4151967
395,579,1600863,SAIDIA MARINA                 ,1,,-2.293525,35.10936
430,528,11600237,TAFERSITE                     ,1,,-3.54125,35.007099
395,579,1600493,SAIDIA MARINA                 ,1,,-2.293525,35.10936
447,525,1600409,KHEMIS TEMSAMANE              ,1,,-3.639822,35.120661
397,577,1600578,AKLIM                         ,1,,-2.518409,34.891209
418,570,1600550,OUJDA ESSAADA                 ,1,,-1.887213,34.6784853
396,581,1600861,TAFOGHALT                     ,1,,-2.40989,34.809569
403,572,11600146,SIDI YAHIA DOUJDA             ,1,,-1.867633,34.667325
443,527,1600580,BOUDINAR                      ,1,,-3.631834,35.156054
492,570,1600472,OUJDA JAWHARA                 ,1,,-1.9293197,34.6690376
431,523,1600277,BEN TIB                       ,1,,-3.452545,35.045194
434,524,1600216,MIDAR                         ,1,,-3.533847,34.943517
466,56,1600379,BNI HADIFA                    ,1,,-4.142092,35.0221
433,503,1600856,DAR KEBDANI                   ,1,,-3.335367,35.118612
418,570,11600270,OUJDA ESSAADA                 ,1,,-1.887213,34.6784853
392,575,1600530,BERKANE BOUHDILA              ,1,,-2.338876,34.928511
426,500,1600225,NADOR                         ,1,,-2.9251179,35.1761234
490,570,1600497,OUJDA LAMHARCHI               ,1,,-1.9430673,34.691208
428,519,1600774,ZAIO                          ,1,,-2.7340964,34.9416496
90,571,1600270,BENI DRAR                     ,1,,-1.992786,34.858353
487,570,1600477,OUJDA EL AOUINA               ,1,,-1.888425,34.691786
84,576,1600777,AHFIR                         ,1,,-2.0984665,34.9546363
478,50,1600404,AL HOCEIMA SIDI ABID          ,1,,-3.9363108,35.2497437
422,518,1600291,RAS EL MA                     ,1,,-2.42373,35.138183
391,575,11600135,BERKANE PPAL                  ,1,,-2.3314311,34.9271874
956,570,11600029,OUJDA 18 MAI                  ,1,,-1.9522459,34.683083
394,579,11600136,SAIDIA                        ,1,,-2.226403,35.08594
86,587,1600269,EL AIOUNE                     ,1,,-2.5062937,34.5839962
79,570,11600012,OUJDA MIR ALI                 ,1,,-1.9303885,34.6795826
80,570,1600516,OUJDA Q.INDUSTRIEL            ,1,,-1.9006804,34.6989244
81,570,1600821,BENI OUKIL                    ,1,,-2.001845,34.653423
424,512,11600053,SELOUANE                      ,1,,-2.942741,35.068043
402,570,1600048,OUJDA ER-RIAD                 ,1,,-1.9036228,34.6800348
398,580,11600244,MADAGH                        ,1,,-2.338908,35.010212
400,582,1600688,HASSI BLAL                    ,1,,-2.206187,34.308108
75,570,11600268,OUJDA BADR                    ,1,,-1.921662,34.6740781
87,582,1600782,JERADA                        ,1,,-2.1614823,34.3088742
955,570,11600030,OUJDA SAMARA                  ,1,,-1.9411348,34.6512576
981,570,11600066,OUJDA BASSATINE,1,,-1.88136,34.709653
411,570,1600170,OUJDA TAKKADOUM               ,1,,-1.916795,34.697204
73,570,1600502,OUJDA PPAL                    ,1,,-1.9146252,34.6842608
464,61,1600773,TARGUIST                      ,1,,-4.315031,34.93579
489,570,1600475,OUJDAI ALAZARET               ,1,,-1.8714899,34.6914242
438,585,11600134,TAOURIRT                      ,1,,-2.8944415,34.4151967
5,810,11600080,RABAT AEROPORT                ,1,,-6.762192,34.047255
93,330,1600670,KENITRA PPL                   ,1,,-6.5819773,34.2609252
370,374,11600120,TIFLET PPAL                   ,1,,-6.3239166,33.8933598
115,822,1600435,AIN AOUDA                     ,1,,-6.790836,33.80619
28,815,1600675,SALE MOHAMMADI                ,1,,-6.7839101,34.0467324
14,810,1600912,RABAT CISS FAR                ,1,,-6.828994,34.007011
356,333,1600583,HAD KOURT                     ,1,,-5.734136,34.616957
182,815,1600789,SALE HSSAINE                  ,1,,-6.7636997,34.0181627
94,330,1600838,KENITRA ANCIENNE MEDINA       ,1,,-6.5727961,34.2653687
148,815,1600668,SALA AL JADIDA                ,1,,-6.744174,33.99865
142,810,1600906,RABAT AL MASSIRA              ,1,,-6.8869727,33.9770429
352,353,1600395,SOUK LARBAA HAY ESSALAM       ,1,,-5.992237,34.67587
36,810,1600453,RABAT TOUR HASSAN             ,1,,-6.827751,34.021189
395,579,1600882,SAIDIA MARINA                 ,1,,-2.293525,35.10936
34,819,1600165,RABAT MECHOUAR                ,1,,-6.8317983,34.0052895
13,810,1600832,RABAT FORCE AUXILIAIRE        ,1,,-6.860661,33.994407
34,819,1600735,RABAT MECHOUAR                ,1,,-6.8317983,34.0052895
367,366,1600569,MAAZIZ                        ,1,,-6.319043,33.667483
149,810,1600719,RABAT HAY EL KHEIR            ,1,,-6.8743542,33.9974557
311,360,1600788,KHEMISSET PPL                 ,1,,-6.065309,33.824435
37,810,1600913,RABAT AKKARI                  ,1,,-6.8592547,34.0110005
185,330,1600427,KENITRA TAIBIA                ,1,,-6.5992923,34.2726379
114,121,1600843,BOUZNKA HAY RIAD              ,1,,-7.158199,33.780226
358,356,11600008,LALLA MIMOUNA                 ,1,,-6.070223,34.847771
2,810,11600032,RABAT RP                      ,1,,-6.8372217,34.01961
17,815,11600070,SALE MEDINA                   ,1,,-6.8188647,34.0363797
183,815,1600388,SALE HAY KARIMA               ,1,,-6.7946014,34.0543327
312,360,11600047,KHEMISSET FATH                ,1,,-6.076169,33.8329218
37,810,1600725,RABAT AKKARI                  ,1,,-6.8592547,34.0110005
7,810,1600546,RABAT CITE YOUSSOUFIA         ,1,,-6.8185267,33.9925367
119,821,1600721,SKHIRATE                      ,1,,-7.03893,33.851836
140,815,1600723,"SALE K,O,MOUSSA               ",1,,-6.767144,34.02095
148,815,1600697,SALA AL JADIDA                ,1,,-6.744174,33.99865
24,815,1600737,SALE TABRIQUET                ,1,,-6.806945,34.045066
122,124,1600459,SIDI YAHIA ZAERS              ,1,,-6.90465,33.826202
112,810,1600722,RABAT SOUISSI                 ,1,,-6.8266672,33.9835942
35,810,1600360,RABAT YAACOUB EL MANSOUR      ,1,,-6.8693707,34.0016096
8,810,1600813,RABAT ETAT MAJOR              ,1,,-6.830535,34.011155
26,810,11600273,RABAT PLACE D'ARMES           ,1,,-6.853323,34.007624
3,810,1600911,RABAT BAB LAALOU              ,1,,-6.840926,34.027975
36,810,1600496,RABAT TOUR HASSAN             ,1,,-6.827751,34.021189
1,810,11600088,Siege,1,,-6.8410666,34.0048949
180,825,11600205,TEMARRA HAY MAGHRIB EL ARABI  ,1,,-6.8896991,33.9202287
31,810,1600910,RABAT AGDAL                   ,1,,-6.8451956,34.0006478
231,810,1600505,RABAT TECHNOPOLIS             ,1,,-6.721863,33.992824
368,375,11600240,SIDI ABDERAZAK                ,1,,-6.1626,33.962438
36,810,1600494,RABAT TOUR HASSAN             ,1,,-6.827751,34.021189
143,810,1600602,RABAT NATIONS UNIES           ,1,,-6.8456827,33.9939411
113,121,1600720,BOUZNIKA                      ,1,,-7.1611065,33.7884078
101,810,1600482,RABAT HAOUZIA                 ,1,,-6.6160709,34.2661012
31,810,1600902,RABAT AGDAL                   ,1,,-6.8451956,34.0006478
166,810,1600734,RABAT ANNAKHIL                ,1,,-6.864595,33.954417
33,810,1600736,RABAT CHELLAH                 ,1,,-6.828365,34.0107948
106,330,1600286,KENITRA NOUVELLE MEDINA       ,1,,-6.5611929,34.2589822
22,826,1600741,EL HARHOURA                   ,1,,-6.958883,33.925958
2,810,1600431,RABAT RP                      ,1,,-6.8372217,34.01961
145,810,1600716,RABAT ENNAHDA                 ,1,,-6.8180493,33.9772197
20,825,11600208,TEMARA AL WIFAK               ,1,,-6.93448,33.920192
18,825,1600740,TEMARRA PPL                   ,1,,-6.9166902,33.9273942
135,810,1600724,RABAT RYAD                    ,1,,-6.8604926,33.9634694
2,810,11600034,RABAT RP                      ,1,,-6.8372217,34.01961
230,815,1600449,SALE HAY EL AMAL              ,1,,-6.7923215,34.0685583
93,330,1600630,KENITRA PPL                   ,1,,-6.5819773,34.2609252
27,815,1600871,SALE 1ERE BAFRA               ,1,,-6.77187,34.042134
144,825,1600738,TEMARRA MASSIRA               ,1,,-6.8977726,33.9266164
1014,810,1600842,RABAT FAL OULED OUMEIR,1,,-6.849705,33.999317
366,367,11600202,TIDDAS                        ,1,,-6.267491,33.568088
954,330,1600570,KENITRA SAKNIA                ,1,,-6.5519299,34.2493915
157,810,1600480,RABAT AL MANZAH               ,1,,-6.8960895,33.9719614
15,810,11600197,RABAT 1ER BATAILLON DE GARDE  ,1,,-6.829591,34.004876
11,810,1600837,RABAT HOPITAL MED V           ,1,,-6.8717283,33.9690452
19,825,1600517,TEMARA  FOUARATE              ,1,,-6.9230846,33.9021249
138,330,1600289,MEHDYA                        ,1,,-6.6659492,34.2606703
112,810,11600272,RABAT SOUISSI                 ,1,,-6.8266672,33.9835942
181,825,1600387,TEMARA MOULAY ALI CHERIF      ,1,,-6.9059292,33.9324828
20,825,1600518,TEMARA AL WIFAK               ,1,,-6.93448,33.920192
93,330,1600631,KENITRA PPL                   ,1,,-6.5819773,34.2609252
229,810,1600429,KENITRA MAAMOURA              ,1,,-6.5489459,34.241608
32,810,1600905,RABAT GARE                    ,1,,-6.8357867,34.016485
146,810,1600639,RABAT OCEAN                   ,1,,-6.8454185,34.0238071
36,810,1600495,RABAT TOUR HASSAN             ,1,,-6.827751,34.021189
186,810,1600397,RABAT KAMRA                   ,1,,-6.8738687,33.9909689
967,815,1600626,SALE DAR HAMRA,1,,-6.7806352,34.0634723
93,330,1600469,KENITRA PPL                   ,1,,-6.5819773,34.2609252
353,331,1600658,MLY BOUSSELHAM                ,1,,-6.281476,34.878789
137,815,1600338,SALE SIDI MOUSSA              ,1,,-6.8104425,34.0538572
28,815,11600181,SALE MOHAMMADI                ,1,,-6.7839101,34.0467324
151,815,1600335,SALE BAB CHAFAA               ,1,,-6.8274102,34.0419985
102,332,1600353,SIDI YAHIA GHARB              ,1,,-6.3078046,34.3098556
350,349,1600834,SIDI SLIMANE 5EME BAFRA       ,1,,-6.0572326,34.2349026
18,825,1600235,TEMARRA PPL                   ,1,,-6.9166902,33.9273942
228,330,1600424,KENITRA OULED OUIJIH          ,1,,-6.6201317,34.2607013
311,360,1600566,KHEMISSET PPL                 ,1,,-6.065309,33.824435
24,815,11600064,SALE TABRIQUET                ,1,,-6.806945,34.045066
123,810,1600151,RABAT AL-INBIAT               ,1,,-6.810644,33.992321
116,825,1600527,TEMARA BASSATINE EL MENZEH    ,1,,-6.853556,33.856914
